r	Na-Na	Na-Cl	Cl-Cl
3.110000	0.000000	0.000000	0.000000
3.130000	0.000000	0.000000	0.000000
3.150000	0.000000	0.000000	0.000000
3.170000	0.000000	0.000000	0.000000
3.190000	0.000000	0.000000	0.000000
3.210000	0.000000	0.000000	0.000000
3.230000	0.000000	0.000000	0.000000
3.250000	0.000000	0.000000	0.000000
3.270000	0.000000	0.000000	0.000000
3.290000	0.000000	0.000000	0.000000
3.310000	0.000000	0.000000	0.000000
3.330000	0.000000	0.000000	0.000000
3.350000	0.000000	0.000000	0.000000
3.370000	0.000000	0.000000	0.000000
3.390000	0.000000	71.571554	0.000000
3.410000	0.000000	0.000000	0.000000
3.430000	0.000000	0.000000	0.000000
3.450000	0.000000	0.000000	0.000000
3.470000	0.000000	0.000000	0.000000
3.490000	0.000000	0.000000	0.000000
3.510000	0.000000	0.000000	0.000000
3.530000	0.000000	0.000000	0.000000
3.550000	0.000000	0.000000	0.000000
3.570000	0.000000	0.000000	0.000000
3.590000	0.000000	0.000000	0.000000
3.610000	0.000000	0.000000	0.000000
3.630000	0.000000	0.000000	0.000000
3.650000	0.000000	0.000000	0.000000
3.670000	0.000000	0.000000	0.000000
3.690000	0.000000	0.000000	0.000000
3.710000	0.000000	0.000000	0.000000
3.730000	0.000000	0.000000	0.000000
3.750000	0.000000	0.000000	0.000000
3.770000	0.000000	0.000000	0.000000
3.790000	0.000000	0.000000	0.000000
3.810000	0.000000	0.000000	0.000000
3.830000	0.000000	0.000000	0.000000
3.850000	0.000000	0.000000	0.000000
3.870000	0.000000	0.000000	0.000000
3.890000	0.000000	0.000000	0.000000
3.910000	0.000000	0.000000	0.000000
3.930000	0.000000	0.000000	0.000000
3.950000	0.000000	0.000000	0.000000
3.970000	0.000000	0.000000	0.000000
3.990000	0.000000	0.000000	0.000000
4.010000	0.000000	0.000000	0.000000
4.030000	0.000000	0.000000	0.000000
4.050000	0.000000	0.000000	0.000000
4.070000	0.000000	0.000000	0.000000
4.090000	9.221289	0.000000	10.758173
4.110000	15.219580	0.000000	13.697651
4.130000	0.000000	0.000000	0.000000
4.150000	0.000000	0.000000	0.000000
4.170000	0.000000	0.000000	0.000000
4.190000	0.000000	0.000000	0.000000
4.210000	0.000000	0.000000	0.000000
4.230000	0.000000	0.000000	0.000000
4.250000	0.000000	0.000000	0.000000
4.270000	0.000000	0.000000	0.000000
4.290000	0.000000	0.000000	0.000000
4.310000	0.000000	0.000000	0.000000
4.330000	0.000000	0.000000	0.000000
4.350000	0.000000	0.000000	0.000000
4.370000	0.000000	0.000000	0.000000
4.390000	0.000000	0.000000	0.000000
4.410000	0.000000	0.000000	0.000000
4.430000	0.000000	0.000000	0.000000
4.450000	0.000000	0.000000	0.000000
4.470000	0.000000	41.164736	0.000000
4.490000	0.000000	0.000000	0.000000
4.510000	0.000000	0.000000	0.000000
4.530000	0.000000	0.000000	0.000000
4.550000	0.000000	0.000000	0.000000
4.570000	0.000000	0.000000	0.000000
4.590000	0.000000	0.000000	0.000000
4.610000	0.000000	0.000000	0.000000
4.630000	0.000000	0.000000	0.000000
4.650000	0.000000	0.000000	0.000000
4.670000	0.000000	0.000000	0.000000
4.690000	0.000000	0.000000	0.000000
4.710000	0.000000	0.000000	0.000000
4.730000	0.000000	0.000000	0.000000
4.750000	0.000000	0.000000	0.000000
4.770000	0.000000	0.000000	0.000000
4.790000	0.000000	0.000000	0.000000
4.810000	0.000000	0.000000	0.000000
4.830000	0.000000	0.000000	0.000000
4.850000	0.000000	0.000000	0.000000
4.870000	0.000000	0.000000	0.000000
4.890000	0.000000	0.000000	0.000000
4.910000	0.000000	0.000000	0.000000
4.930000	0.000000	0.000000	0.000000
4.950000	0.000000	0.000000	0.000000
4.970000	0.000000	0.000000	0.000000
4.990000	0.000000	0.000000	0.000000
5.010000	0.000000	0.000000	0.000000
5.030000	65.018142	0.000000	65.018142
5.050000	0.000000	0.000000	0.000000
5.070000	0.000000	0.000000	0.000000
5.090000	0.000000	0.000000	0.000000
5.110000	0.000000	0.000000	0.000000
5.130000	0.000000	0.000000	0.000000
5.150000	0.000000	0.000000	0.000000
5.170000	0.000000	0.000000	0.000000
5.190000	0.000000	0.000000	0.000000
5.210000	0.000000	0.000000	0.000000
5.230000	0.000000	0.000000	0.000000
5.250000	0.000000	0.000000	0.000000
5.270000	0.000000	0.000000	0.000000
5.290000	0.000000	0.000000	0.000000
5.310000	0.000000	0.000000	0.000000
5.330000	0.000000	38.603921	0.000000
5.350000	0.000000	0.000000	0.000000
5.370000	0.000000	0.000000	0.000000
5.390000	0.000000	0.000000	0.000000
5.410000	0.000000	0.000000	0.000000
5.430000	0.000000	0.000000	0.000000
5.450000	0.000000	0.000000	0.000000
5.470000	0.000000	0.000000	0.000000
5.490000	0.000000	0.000000	0.000000
5.510000	0.000000	0.000000	0.000000
5.530000	0.000000	0.000000	0.000000
5.550000	0.000000	0.000000	0.000000
5.570000	0.000000	0.000000	0.000000
5.590000	0.000000	0.000000	0.000000
5.610000	0.000000	0.000000	0.000000
5.630000	0.000000	0.000000	0.000000
5.650000	0.000000	0.000000	0.000000
5.670000	0.000000	0.000000	0.000000
5.690000	0.000000	0.000000	0.000000
5.710000	0.000000	0.000000	0.000000
5.730000	0.000000	0.000000	0.000000
5.750000	0.000000	0.000000	0.000000
5.770000	0.000000	0.000000	0.000000
5.790000	24.540749	0.000000	24.540749
5.810000	0.000000	0.000000	0.000000
5.830000	0.000000	0.000000	0.000000
5.850000	0.000000	0.000000	0.000000
5.870000	0.000000	0.000000	0.000000
5.890000	0.000000	0.000000	0.000000
5.910000	0.000000	0.000000	0.000000
5.930000	0.000000	0.000000	0.000000
5.950000	0.000000	0.000000	0.000000
5.970000	0.000000	0.000000	0.000000
5.990000	0.000000	0.000000	0.000000
6.010000	0.000000	0.000000	0.000000
6.030000	0.000000	0.000000	0.000000
6.050000	0.000000	0.000000	0.000000
6.070000	0.000000	44.667764	0.000000
6.090000	0.000000	0.000000	0.000000
6.110000	0.000000	0.000000	0.000000
6.130000	0.000000	0.000000	0.000000
6.150000	0.000000	0.000000	0.000000
6.170000	0.000000	0.000000	0.000000
6.190000	0.000000	0.000000	0.000000
6.210000	0.000000	0.000000	0.000000
6.230000	0.000000	0.000000	0.000000
6.250000	0.000000	0.000000	0.000000
6.270000	0.000000	0.000000	0.000000
6.290000	0.000000	0.000000	0.000000
6.310000	0.000000	0.000000	0.000000
6.330000	0.000000	0.000000	0.000000
6.350000	0.000000	0.000000	0.000000
6.370000	0.000000	0.000000	0.000000
6.390000	0.000000	0.000000	0.000000
6.410000	0.000000	0.000000	0.000000
6.430000	0.000000	0.000000	0.000000
6.450000	0.000000	0.000000	0.000000
6.470000	0.000000	0.000000	0.000000
6.490000	39.055424	0.000000	39.055424
6.510000	0.000000	0.000000	0.000000
6.530000	0.000000	0.000000	0.000000
6.550000	0.000000	0.000000	0.000000
6.570000	0.000000	0.000000	0.000000
6.590000	0.000000	0.000000	0.000000
6.610000	0.000000	0.000000	0.000000
6.630000	0.000000	0.000000	0.000000
6.650000	0.000000	0.000000	0.000000
6.670000	0.000000	0.000000	0.000000
6.690000	0.000000	0.000000	0.000000
6.710000	0.000000	0.000000	0.000000
6.730000	0.000000	18.159783	0.000000
6.750000	0.000000	0.000000	0.000000
6.770000	0.000000	0.000000	0.000000
6.790000	0.000000	0.000000	0.000000
6.810000	0.000000	0.000000	0.000000
6.830000	0.000000	0.000000	0.000000
6.850000	0.000000	0.000000	0.000000
6.870000	0.000000	0.000000	0.000000
6.890000	0.000000	0.000000	0.000000
6.910000	0.000000	0.000000	0.000000
6.930000	0.000000	0.000000	0.000000
6.950000	0.000000	0.000000	0.000000
6.970000	0.000000	0.000000	0.000000
6.990000	0.000000	0.000000	0.000000
7.010000	0.000000	0.000000	0.000000
7.030000	0.000000	0.000000	0.000000
7.050000	0.000000	0.000000	0.000000
7.070000	0.000000	0.000000	0.000000
7.090000	0.000000	0.000000	0.000000
7.110000	10.848479	0.000000	10.848479
7.130000	0.000000	0.000000	0.000000
7.150000	0.000000	0.000000	0.000000
7.170000	0.000000	0.000000	0.000000
7.190000	0.000000	0.000000	0.000000
7.210000	0.000000	0.000000	0.000000
7.230000	0.000000	0.000000	0.000000
7.250000	0.000000	0.000000	0.000000
7.270000	0.000000	0.000000	0.000000
7.290000	0.000000	0.000000	0.000000
7.310000	0.000000	30.799024	0.000000
7.330000	0.000000	0.000000	0.000000
7.350000	0.000000	0.000000	0.000000
7.370000	0.000000	0.000000	0.000000
7.390000	0.000000	0.000000	0.000000
7.410000	0.000000	0.000000	0.000000
7.430000	0.000000	0.000000	0.000000
7.450000	0.000000	0.000000	0.000000
7.470000	0.000000	0.000000	0.000000
7.490000	0.000000	0.000000	0.000000
7.510000	0.000000	0.000000	0.000000
7.530000	0.000000	0.000000	0.000000
7.550000	0.000000	0.000000	0.000000
7.570000	0.000000	0.000000	0.000000
7.590000	0.000000	0.000000	0.000000
7.610000	0.000000	0.000000	0.000000
7.630000	0.000000	0.000000	0.000000
7.650000	0.000000	0.000000	0.000000
7.670000	55.951406	0.000000	55.951406
7.690000	0.000000	0.000000	0.000000
7.710000	0.000000	0.000000	0.000000
7.730000	0.000000	0.000000	0.000000
7.750000	0.000000	0.000000	0.000000
7.770000	0.000000	0.000000	0.000000
7.790000	0.000000	0.000000	0.000000
7.810000	0.000000	0.000000	0.000000
7.830000	0.000000	0.000000	0.000000
7.850000	0.000000	0.000000	0.000000
7.870000	0.000000	39.869710	0.000000
7.890000	0.000000	0.000000	0.000000
7.910000	0.000000	0.000000	0.000000
7.930000	0.000000	0.000000	0.000000
7.950000	0.000000	0.000000	0.000000
7.970000	0.000000	0.000000	0.000000
7.990000	0.000000	0.000000	0.000000
